bleed_rate_high	HIGH
equipment_subcat_deployables_tents_header	TENTS
player_character_part_name_pants_07_b	Punk pants, red/black
option_water_name	WATER QUALITY
player_character_part_name_jacket_09_e	Jeans jacket, black/white
player_character_part_name_handwear_04_k	Knitted gloves, orange
player_character_part_name_hair_12_e	Feathered short, pink
equipment_consumable_firstaid_advanced_name_short	Advanced First Aid
privacy_policy_text	PRIVACY POLICY

Expansive Worlds AB, trading as Avalanche Studios, a Swedish corporation, with registered and business offices at Västgötagatan 5, S-11827 Stockholm, Sweden (“Avalanche”) respects your privacy and provides you with this Privacy Policy (“Privacy Policy”) so that you may understand the ways in which we do and do not use the information you transmit when accessing and playing the videogame Generation Zero, accessing and using websites, platforms, software services and related services (hereinafter the “Game”). Please note that your access and/or playing of the Game constitutes your acceptance of this Privacy Policy as well as our Terms of Use. 

IF YOU DO NOT AGREE WITH THIS PRIVACY POLICY PLEASE DO NOT ACCESS AND/OR PLAY THE GAME.

Definitions 
“Applicable Data Protection Legislation” means any legislation in force from time to time which implements the European Union Directive 95/46/EC and Directive 2002/58/EC and the General Data Protection Regulation (“GDPR”) 2016/679 of April 27th, 2016 and is applicable to this Agreement and all other applicable laws and regulations that may apply to the transfer of Personal Data. 
“Personal Data” shall mean any information relating to a Data subject; an identifiable person is one who can be defined, directly or indirectly, notably by reference to an identifier such as a name, an identification number, location data, an online identifier, or to one or more factors specific to his/her physical, physiological, genetic, mental, economic, cultural or social identity of that natural person. Contact data and Service Data are Personal Data.
“Contact Data” means any names, phone numbers, e-mail addresses and certain financial details held within commercial systems to conduct the Parties’ relationship management and billing transactions between the Parties;
“Controller”, “Data Subject”, “Personal Data”, “Process/Processing” and “Processor”, shall have the same meaning as in the European Union Directive 95/46/EC or the General Data Protection Regulation 2016/679 of April 27th, 2016.
“Service Data” means any Party’s Personal Data (that is not Contact Data) held within the Parties’ systems, applications or databases and that may be accessed, processed, used or stored as a consequence of performing the services under the Agreement. 
“Third Country” means a country that is: (i) outside of the European Economic Area; and (ii) not the subject of a formal decision by the European Commission, made pursuant to Section 25(6) of the European Union Directive 95/46/EC or under Article 45 (1) of the General Data Protection Regulation 2016/679, stating that that country ensures an adequate level of protection for personal Data.

Collection of information
Information collected through the Game

Where applicable, access and playing of certain basic Game versions, experience of certain basic content and games features may not require registering of an account with applicable platform/service providers that are providing the Game etc. to you. However, in order to access and play the complete Game, access certain premium game functions, levels, content and features you must register an account with the platform/service providers that are providing the Game etc. to you. You must then create an account with the platform/service providers’ platforms that hosts the Game to access such premium game functions, levels, content and features etc. To create an account you are required to provide certain mandatory information such as your name, your email address, account login etc. which is mandatory in order to be able to establish an account. Avalanche and/or the platform/service providers (i.e. Apple App Store, Google Play, PlayStation/PlayStation VR, Xbox, Steam etc.) collects financial information on the terms and conditions set out in this Privacy Policy. Avalanche does not use financial information for any purpose other than processing payments. Further you may, but may not be required to, provide certain voluntary information such as date of birth, screen name, your personal profile in the Game, interests in and use of various games, products and services, and any other personal or preference information which you may choose to voluntarily provide. 

Avalanche may also collect and process other information when you interact with the Game online, such as the type of browser you are using, the type of operating system you are using; the IP address or other unique identifier such as a device identifier of any of your computer(s) or device(s) that are used to access the Game. Such information will be collected and processed irrespective of whether you only access the Game or if you actually play the Game. Avalanche may also collect and process certain information when you as a user with a user account interact with the Game such as the information in your personal profile, the relationships you form in the Game, the messages you send, the groups you form, the events you set up, the applications you add and the information you transmit information through various channels.

Information collected through other sources

Avalanche may invite you share your email address with us for sales and marketing purposes. You are invited to do this via pop ups on the www.generationzero.com website, as well as third party ad networks, such as Facebook LLC etc. By opting in to receive these emails on our website or from our ad partners, you are giving your consent to receive these types of sales and marketing emails, as well as us storing Personal Data related to such emails and related material in accordance with the terms and conditions of this agreement.

If you choose to use any invitation service to tell a friend about the Game, Avalanche will ask you to provide personal data needed to send the invitation, such as your friend's email address etc. Avalanche will send your friend a one-time email or instant message inviting him or her to visit the Game. Avalanche stores this personal data to send this one-time invitation, to register a friend connection if your invitation is accepted, and to track the success of our referral program. Your friend may contact Avalanche Studios at social@generationzero.com to request that Avalanche Studios remove this personal data from its database.

Avalanche may also collect information about you from other sources, such as third party sites or platforms, newspapers, blogs, instant messaging services, and other End Users of the Game through the operation of the Game in order to provide you with more useful information and a more personalized experience. 

Cookies and logs etc. 
Cookies. A cookie is information a website places on your computer’s hard drive or on your handheld devise etc. so that the website is able to remember your preferences and/or which pages you visited on the website and make your visit more efficient and enjoyable. Avalanche may use cookies to determine the number of unique players of the Game over a given period, or to remember user account details, etc. so that the need for multiple log-ins is eliminated. It may combine information collected through cookies to any Personal Data submitted online when using the Game to help personalize a user’s access to and playing of the Game. Cookies may be disabled on your computer by indicating this in the preferences or options menus in your browser.

Logfiles. Log files are files that log actions that have occurred on a website. Avalanche may collect data in the form of log files and may use such log files to gather statistics about End Users user habits and to assess overall Game activity, including how many "hits" a particular web page is getting and other navigational data. These entries are generated anonymously, and enable Avalanche to track interest in specific promotions, troubleshoot technical concerns, and provide End Users with content that may be of interest to them. Log files are used internally only, and are not associated with any particular user, computer, or browser.

Web beacons. The Game may use a variety of technical methods for tracking purposes, including “Web beacons” etc. Web beacons are small pieces of data that are embedded in images on the pages of the Game. We may also use these technical methods to analyze the traffic patterns in the Game such as the frequency with which End Users accesses various parts of the Game etc. These technical methods may involve the transmission of information either directly to us or to another party authorized by us to collect information on our behalf. The information from use of these technical methods may be collected in a form that is personally identifiable.

Use of information – Purpose and legal basis 
Avalanche will use information about you for the following purposes in accordance with applicable laws:

Age identification 
To identify your age for data protection purposes, for example to determine the legal requirements for processing of Personal Data. We requests that anyone under the age of 18 not send any Personal Data about themselves over the Internet unless sent under the supervision of their parent or guardian. We do not knowingly collect Personal Data from children under 13 years old in the Game. We believe it is important to safeguard the privacy of children and encourage parents to regularly monitor their children’s use of online activities. If you are a parent and believe that your child under the age of 13 has accessed and/or played the Game and provided personally identifiable information to us, please contact us at privacy@avalanchestudios.se or the mailing address at the end of this Privacy Policy and we will work to delete that account and any such personally identifiable information. This in compliance with Article 6(1)(c) of the GDPR.

Information you provide or is collected from you in or in relation to the Game and information from other sources
Information is provided by you or collected in or in relation to the Game and/or collected from other sources in order to:
provide, operate, improve and maintain the Game, game experience and services, your account(s); 
personalize the Game, content, loyalty programs and related services to you;
send technical notices, updates, security alerts, 
for support and troubleshooting reasons;
send support and administrative messages
provide news and information about the Game about our games and products;
monitor the end users playing of the Game and activities in the Game; 
facilitate sharing on social networks;
provide adults with advertising in accordance with given consent and/or permissible laws;
provide children reasonable contextual advertisements in the Game accordance with permissible laws; 
identify, fix, and troubleshoot bugs and service errors, provide software updates etc;
resolve disputes, investigate and help curb fraud and illegal behavior, comply with the law, and to enforce our agreements and policies;
survey end users opinions about the game and related matters through surveys or questionnaires;
communication reasons related to the Game and related matters;
manage the Game and send you confirmations and important information about your account, products, purchases, subscriptions, and warranties;
present offers and/or information relating to the Games and other games that you might like;
make recommendations to you; and
personalize advertising for you and deliver targeted marketing, service updates and promotional offers.

Processing of this information is necessary for the purpose of performance of a contract to which you are party in order to support the operation of the Game facilitate the delivery of requested products and services and enable maintenance and update of the Game under Article 6(1)(b) of the GDPR and purposes is justified by our legitimate interests in providing advertisements and content of interest to you and improving our services in accordance with Article 6(1)(f) of the GDPR ("the balancing-of-interest rule"). Disclosure of your advertising ID to third parties for the purposes of behavioral advertising is based on your consent in accordance with Article 6(1)(a) of the GDPR. We only process your information to the extent that is necessary to achieve the purposes for which the information has been collected. 
